departamento,fecha,ML,Low_90,High_90,Low_50,High_50
Antioquia,2020-03-19,3.0,1.01,6.99,2.04,4.45
Antioquia,2020-03-20,2.92,1.2,5.3500000000000005,2.14,3.89
Antioquia,2020-03-21,2.2800000000000002,0.97,4.09,1.76,3.08
Antioquia,2020-03-22,2.09,0.92,3.67,1.62,2.7800000000000002
Antioquia,2020-03-23,1.87,0.81,3.2600000000000002,1.42,2.45
Antioquia,2020-03-24,1.72,0.75,3.0100000000000002,1.31,2.2600000000000002
Antioquia,2020-03-25,1.67,0.75,2.92,1.29,2.2
Antioquia,2020-03-26,1.7,0.76,2.88,1.31,2.2
Antioquia,2020-03-27,1.59,0.72,2.73,1.21,2.05
Antioquia,2020-03-28,1.62,0.75,2.73,1.28,2.11
Antioquia,2020-03-29,1.59,0.75,2.67,1.23,2.0300000000000002
Antioquia,2020-03-30,1.71,0.84,2.7600000000000002,1.35,2.15
Antioquia,2020-03-31,1.76,0.89,2.7600000000000002,1.42,2.2
Antioquia,2020-04-01,1.7,0.88,2.67,1.41,2.16
Antioquia,2020-04-02,1.6400000000000001,0.86,2.58,1.37,2.09
Antioquia,2020-04-03,1.6400000000000001,0.85,2.5100000000000002,1.33,2.02
Antioquia,2020-04-04,1.6300000000000001,0.86,2.47,1.34,2.0100000000000002
Antioquia,2020-04-05,1.69,0.93,2.5,1.3900000000000001,2.04
Antioquia,2020-04-06,1.6,0.9,2.41,1.36,1.99
Antioquia,2020-04-07,1.56,0.87,2.33,1.33,1.94
Antioquia,2020-04-08,1.5,0.8200000000000001,2.23,1.27,1.86
Antioquia,2020-04-09,1.42,0.76,2.13,1.18,1.75
Antioquia,2020-04-10,1.37,0.75,2.1,1.1500000000000001,1.71
Antioquia,2020-04-11,1.36,0.74,2.07,1.1300000000000001,1.68
Antioquia,2020-04-12,1.3,0.67,1.97,1.07,1.61
Antioquia,2020-04-13,1.29,0.67,1.96,1.09,1.6300000000000001
Antioquia,2020-04-14,1.32,0.6900000000000001,1.97,1.09,1.62
Antioquia,2020-04-15,1.31,0.71,1.98,1.11,1.6400000000000001
Antioquia,2020-04-16,1.32,0.73,1.99,1.1,1.62
Antioquia,2020-04-17,1.31,0.71,1.95,1.07,1.58
Antioquia,2020-04-18,1.26,0.68,1.9100000000000001,1.06,1.57
Antioquia,2020-04-19,1.25,0.67,1.8900000000000001,1.01,1.51
Antioquia,2020-04-20,1.28,0.7000000000000001,1.9100000000000001,1.07,1.57
Antioquia,2020-04-21,1.25,0.68,1.8800000000000001,1.06,1.56
Antioquia,2020-04-22,1.22,0.66,1.85,1.01,1.5
Antioquia,2020-04-23,1.18,0.61,1.79,0.98,1.47
Antioquia,2020-04-24,1.16,0.6,1.78,0.97,1.46
Antioquia,2020-04-25,1.1500000000000001,0.6,1.78,0.97,1.46
Antioquia,2020-04-26,1.11,0.56,1.74,0.93,1.42
Antioquia,2020-04-27,1.08,0.52,1.7,0.89,1.3800000000000001
Antioquia,2020-04-28,1.08,0.5,1.68,0.88,1.37
Antioquia,2020-04-29,1.07,0.51,1.7,0.87,1.36
Antioquia,2020-04-30,1.07,0.5,1.69,0.86,1.35
Antioquia,2020-05-01,1.07,0.51,1.71,0.84,1.33
Antioquia,2020-05-02,1.07,0.49,1.69,0.88,1.3800000000000001
Antioquia,2020-05-03,1.07,0.5,1.71,0.87,1.37
Antioquia,2020-05-04,1.07,0.49,1.7,0.86,1.36
Antioquia,2020-05-05,1.07,0.5,1.72,0.85,1.35
Antioquia,2020-05-06,1.07,0.49,1.71,0.84,1.34
Antioquia,2020-05-07,1.07,0.47000000000000003,1.69,0.88,1.3900000000000001
Antioquia,2020-05-08,1.07,0.48,1.71,0.87,1.3800000000000001
Antioquia,2020-05-09,1.07,0.47000000000000003,1.7,0.86,1.37
Antioquia,2020-05-10,1.09,0.5,1.74,0.87,1.3800000000000001
Antioquia,2020-05-11,1.11,0.51,1.75,0.89,1.4000000000000001
Antioquia,2020-05-12,1.12,0.53,1.77,0.91,1.42
Antioquia,2020-05-13,1.1400000000000001,0.55,1.79,0.93,1.44
Antioquia,2020-05-14,1.16,0.55,1.78,0.9500000000000001,1.46
Antioquia,2020-05-15,1.17,0.59,1.82,0.98,1.49
Antioquia,2020-05-16,1.19,0.6,1.82,0.96,1.46
Antioquia,2020-05-17,1.2,0.61,1.82,0.99,1.49
Antioquia,2020-05-18,1.19,0.6,1.8,1.0,1.5
Antioquia,2020-05-19,1.24,0.65,1.84,1.03,1.52
Antioquia,2020-05-20,1.34,0.78,1.96,1.16,1.6500000000000001
Antioquia,2020-05-21,1.41,0.87,2.0300000000000002,1.23,1.71
Antioquia,2020-05-22,1.6500000000000001,1.11,2.23,1.44,1.9000000000000001
Antioquia,2020-05-23,1.76,1.23,2.3000000000000003,1.56,2.0
Antioquia,2020-05-24,1.76,1.26,2.2800000000000002,1.57,1.99
Antioquia,2020-05-25,1.73,1.25,2.22,1.56,1.96
Antioquia,2020-05-26,1.62,1.16,2.09,1.48,1.87
Antioquia,2020-05-27,1.5,1.05,1.95,1.32,1.69
Antioquia,2020-05-28,1.4000000000000001,0.97,1.85,1.23,1.59
Antioquia,2020-05-29,1.3,0.88,1.75,1.16,1.52
Antioquia,2020-05-30,1.25,0.84,1.7,1.08,1.43
Antioquia,2020-05-31,1.27,0.87,1.72,1.1300000000000001,1.48
Antioquia,2020-06-01,1.3,0.9,1.74,1.17,1.52
Antioquia,2020-06-02,1.3,0.9,1.73,1.1500000000000001,1.49
Antioquia,2020-06-03,1.33,0.9400000000000001,1.76,1.2,1.54
Antioquia,2020-06-04,1.33,0.9400000000000001,1.74,1.19,1.52
Antioquia,2020-06-05,1.32,0.93,1.72,1.19,1.52
Antioquia,2020-06-06,1.33,0.96,1.74,1.2,1.52
Antioquia,2020-06-07,1.31,0.9500000000000001,1.72,1.19,1.51
Antioquia,2020-06-08,1.26,0.9,1.6600000000000001,1.12,1.43
Antioquia,2020-06-09,1.24,0.88,1.6300000000000001,1.12,1.43
Antioquia,2020-06-10,1.23,0.86,1.6,1.11,1.42
Antioquia,2020-06-11,1.27,0.92,1.6600000000000001,1.16,1.47
Antioquia,2020-06-12,1.33,0.98,1.71,1.2,1.5
Antioquia,2020-06-13,1.3800000000000001,1.02,1.73,1.27,1.57
Antioquia,2020-06-14,1.41,1.07,1.77,1.29,1.58
Antioquia,2020-06-15,1.44,1.1,1.78,1.31,1.59
Antioquia,2020-06-16,1.47,1.1500000000000001,1.82,1.37,1.6500000000000001
Antioquia,2020-06-17,1.42,1.1,1.75,1.31,1.58
Antioquia,2020-06-18,1.4000000000000001,1.09,1.73,1.31,1.58
Antioquia,2020-06-19,1.35,1.05,1.68,1.24,1.5
Antioquia,2020-06-20,1.3,1.0,1.62,1.2,1.46
Antioquia,2020-06-21,1.29,0.98,1.59,1.16,1.41
Antioquia,2020-06-22,1.3,1.02,1.6300000000000001,1.2,1.45
Antioquia,2020-06-23,1.31,1.02,1.62,1.21,1.46
Antioquia,2020-06-24,1.35,1.07,1.6600000000000001,1.27,1.52
Antioquia,2020-06-25,1.37,1.09,1.67,1.27,1.51
Antioquia,2020-06-26,1.3800000000000001,1.11,1.68,1.3,1.54
Antioquia,2020-06-27,1.3900000000000001,1.1300000000000001,1.69,1.29,1.52
Antioquia,2020-06-28,1.3800000000000001,1.11,1.6600000000000001,1.29,1.52
Antioquia,2020-06-29,1.3800000000000001,1.12,1.6600000000000001,1.26,1.48
Antioquia,2020-06-30,1.3900000000000001,1.1300000000000001,1.6600000000000001,1.3,1.52
Antioquia,2020-07-01,1.44,1.19,1.71,1.37,1.59
Antioquia,2020-07-02,1.46,1.22,1.73,1.37,1.58
Antioquia,2020-07-03,1.51,1.28,1.78,1.44,1.6500000000000001
Antioquia,2020-07-04,1.52,1.29,1.78,1.44,1.6400000000000001
Antioquia,2020-07-05,1.53,1.3,1.77,1.47,1.67
Antioquia,2020-07-06,1.55,1.33,1.79,1.47,1.6600000000000001
Antioquia,2020-07-07,1.58,1.37,1.82,1.52,1.71
Antioquia,2020-07-08,1.5,1.29,1.73,1.42,1.6
Antioquia,2020-07-09,1.47,1.27,1.7,1.41,1.59
Antioquia,2020-07-10,1.3800000000000001,1.18,1.6,1.32,1.5
Antioquia,2020-07-11,1.44,1.23,1.6400000000000001,1.37,1.54
Antioquia,2020-07-12,1.46,1.27,1.68,1.3900000000000001,1.56
Antioquia,2020-07-13,1.5,1.31,1.71,1.44,1.61
Antioquia,2020-07-14,1.57,1.3800000000000001,1.77,1.5,1.6600000000000001
Antioquia,2020-07-15,1.72,1.55,1.93,1.67,1.83
Antioquia,2020-07-16,1.71,1.54,1.9000000000000001,1.6500000000000001,1.8
Antioquia,2020-07-17,1.72,1.56,1.9100000000000001,1.67,1.82
Antioquia,2020-07-18,1.72,1.56,1.9000000000000001,1.6600000000000001,1.8
Antioquia,2020-07-19,1.6300000000000001,1.48,1.81,1.58,1.72
Antioquia,2020-07-20,1.49,1.34,1.6600000000000001,1.42,1.55
Antioquia,2020-07-21,1.4000000000000001,1.26,1.58,1.35,1.48
Antioquia,2020-07-22,1.27,1.11,1.42,1.22,1.35
Antioquia,2020-07-23,1.21,1.05,1.36,1.16,1.29
Antioquia,2020-07-24,1.24,1.09,1.4000000000000001,1.19,1.32
Antioquia,2020-07-25,1.1300000000000001,0.98,1.29,1.08,1.21
Antioquia,2020-07-26,1.21,1.06,1.37,1.16,1.29
Antioquia,2020-07-27,1.31,1.16,1.47,1.26,1.3900000000000001
Antioquia,2020-07-28,1.36,1.21,1.51,1.32,1.45
Antioquia,2020-07-29,1.53,1.4000000000000001,1.7,1.47,1.59
Antioquia,2020-07-30,1.58,1.45,1.74,1.53,1.6500000000000001
Antioquia,2020-07-31,1.59,1.45,1.73,1.55,1.67
Antioquia,2020-08-01,1.47,1.33,1.6,1.41,1.52
Antioquia,2020-08-02,1.3,1.17,1.44,1.25,1.36
Antioquia,2020-08-03,1.1,0.98,1.25,1.06,1.17
Antioquia,2020-08-04,0.99,0.86,1.1300000000000001,0.9400000000000001,1.05
Antioquia,2020-08-05,0.8,0.66,0.93,0.77,0.89
Antioquia,2020-08-06,0.76,0.62,0.9,0.72,0.84
Antioquia,2020-08-07,0.79,0.66,0.9500000000000001,0.75,0.87
Antioquia,2020-08-08,0.96,0.8200000000000001,1.11,0.91,1.03
Antioquia,2020-08-09,1.02,0.89,1.18,0.97,1.09
Antioquia,2020-08-10,1.04,0.9,1.18,1.0,1.12
Antioquia,2020-08-11,0.99,0.85,1.1300000000000001,0.9500000000000001,1.07
Antioquia,2020-08-12,1.0,0.86,1.1400000000000001,0.9500000000000001,1.07
Antioquia,2020-08-13,0.9500000000000001,0.81,1.09,0.91,1.03
Antioquia,2020-08-14,0.81,0.67,0.96,0.76,0.88
Antioquia,2020-08-15,0.79,0.65,0.9400000000000001,0.74,0.86
Antioquia,2020-08-16,0.79,0.65,0.9400000000000001,0.74,0.86
Antioquia,2020-08-17,0.72,0.59,0.89,0.66,0.78
Antioquia,2020-08-18,0.7000000000000001,0.55,0.85,0.66,0.79
Antioquia,2020-08-19,0.71,0.56,0.87,0.66,0.79
Antioquia,2020-08-20,0.78,0.64,0.9500000000000001,0.73,0.86
Antioquia,2020-08-21,0.81,0.66,0.97,0.76,0.89
Antioquia,2020-08-22,0.78,0.63,0.9400000000000001,0.73,0.86
Antioquia,2020-08-23,0.87,0.71,1.02,0.81,0.9400000000000001
Antioquia,2020-08-24,0.99,0.8300000000000001,1.1400000000000001,0.9400000000000001,1.07
Antioquia,2020-08-25,1.03,0.88,1.19,0.98,1.11
Antioquia,2020-08-26,1.04,0.89,1.2,0.99,1.12
Antioquia,2020-08-27,0.97,0.8200000000000001,1.1300000000000001,0.92,1.05
Antioquia,2020-08-28,1.0,0.85,1.16,0.9500000000000001,1.08
Antioquia,2020-08-29,0.9500000000000001,0.8,1.11,0.9,1.03
Antioquia,2020-08-30,0.85,0.7000000000000001,1.01,0.8,0.93
Antioquia,2020-08-31,0.88,0.72,1.03,0.8200000000000001,0.9500000000000001
Antioquia,2020-09-01,0.96,0.81,1.1300000000000001,0.91,1.04
Antioquia,2020-09-02,1.07,0.91,1.22,1.01,1.1400000000000001
Antioquia,2020-09-03,1.1500000000000001,1.0,1.31,1.1,1.23
Antioquia,2020-09-04,1.07,0.92,1.23,1.02,1.1500000000000001
Antioquia,2020-09-05,0.98,0.8300000000000001,1.1400000000000001,0.93,1.06
Antioquia,2020-09-06,0.89,0.74,1.05,0.84,0.97
Antioquia,2020-09-07,0.78,0.62,0.93,0.72,0.85
Antioquia,2020-09-08,0.72,0.56,0.88,0.65,0.78
Antioquia,2020-09-09,0.66,0.51,0.84,0.61,0.75
Antioquia,2020-09-10,0.72,0.5700000000000001,0.9,0.67,0.81
Antioquia,2020-09-11,0.89,0.73,1.06,0.84,0.98
Antioquia,2020-09-12,1.0,0.84,1.17,0.9500000000000001,1.09
Antioquia,2020-09-13,1.08,0.92,1.25,1.03,1.17
Antioquia,2020-09-14,1.1300000000000001,0.98,1.31,1.09,1.23
Antioquia,2020-09-15,1.11,0.96,1.28,1.04,1.17
Antioquia,2020-09-16,1.08,0.92,1.24,1.01,1.1400000000000001
Antioquia,2020-09-17,1.05,0.9,1.22,0.99,1.12
Antioquia,2020-09-18,1.02,0.87,1.19,0.96,1.09
Antioquia,2020-09-19,0.98,0.8300000000000001,1.1500000000000001,0.92,1.05
Antioquia,2020-09-20,0.9400000000000001,0.79,1.11,0.88,1.01
Antioquia,2020-09-21,0.9400000000000001,0.79,1.11,0.87,1.0
Antioquia,2020-09-22,1.0,0.85,1.17,0.96,1.1
Antioquia,2020-09-23,1.07,0.91,1.23,1.0,1.1300000000000001
Antioquia,2020-09-24,1.09,0.93,1.25,1.02,1.1500000000000001
Antioquia,2020-09-25,0.98,0.8300000000000001,1.1500000000000001,0.92,1.05
Antioquia,2020-09-26,1.02,0.87,1.19,0.96,1.09
Antioquia,2020-09-27,0.96,0.81,1.1300000000000001,0.9,1.03
Antioquia,2020-09-28,0.9400000000000001,0.78,1.1,0.87,1.0
Antioquia,2020-09-29,0.88,0.72,1.04,0.84,0.98
Antioquia,2020-09-30,0.87,0.71,1.04,0.8200000000000001,0.96
Antioquia,2020-10-01,0.98,0.8300000000000001,1.16,0.9400000000000001,1.08
Antioquia,2020-10-02,1.01,0.86,1.19,0.97,1.11
Antioquia,2020-10-03,1.01,0.84,1.16,0.96,1.1
Antioquia,2020-10-04,1.03,0.86,1.18,0.98,1.12
Antioquia,2020-10-05,1.1400000000000001,0.99,1.31,1.1,1.24
Antioquia,2020-10-06,1.31,1.16,1.48,1.25,1.3800000000000001
Antioquia,2020-10-07,1.5,1.36,1.67,1.46,1.59
Antioquia,2020-10-08,1.48,1.34,1.6400000000000001,1.44,1.57
Antioquia,2020-10-09,1.69,1.55,1.84,1.6400000000000001,1.76
Antioquia,2020-10-10,1.52,1.3900000000000001,1.67,1.48,1.6
Antioquia,2020-10-11,1.35,1.22,1.5,1.31,1.43
Antioquia,2020-10-12,1.1300000000000001,0.99,1.26,1.09,1.21
Antioquia,2020-10-13,0.98,0.85,1.1300000000000001,0.9400000000000001,1.06
Antioquia,2020-10-14,0.84,0.7000000000000001,0.98,0.8,0.92
Antioquia,2020-10-15,0.89,0.75,1.04,0.84,0.96
Antioquia,2020-10-16,0.86,0.72,1.01,0.81,0.93
Antioquia,2020-10-17,0.91,0.77,1.06,0.86,0.98
Antioquia,2020-10-18,0.9400000000000001,0.8,1.09,0.89,1.01
Antioquia,2020-10-19,0.9400000000000001,0.8,1.09,0.89,1.01
Antioquia,2020-10-20,0.97,0.8300000000000001,1.12,0.92,1.04
Antioquia,2020-10-21,1.02,0.88,1.17,0.97,1.09
Antioquia,2020-10-22,1.1300000000000001,0.99,1.28,1.08,1.2
Antioquia,2020-10-23,1.21,1.08,1.37,1.16,1.28
Antioquia,2020-10-24,1.33,1.19,1.47,1.29,1.41
Antioquia,2020-10-25,1.33,1.2,1.48,1.29,1.41
Antioquia,2020-10-26,1.32,1.19,1.46,1.27,1.3800000000000001
Antioquia,2020-10-27,1.27,1.1500000000000001,1.42,1.22,1.33
Antioquia,2020-10-28,1.22,1.09,1.35,1.18,1.29
Antioquia,2020-10-29,1.05,0.92,1.18,1.01,1.12
Antioquia,2020-10-30,1.06,0.92,1.18,1.01,1.12
Antioquia,2020-10-31,0.92,0.8,1.07,0.87,0.98
Antioquia,2020-11-01,0.87,0.75,1.02,0.8200000000000001,0.93
Antioquia,2020-11-02,0.85,0.72,0.99,0.79,0.9
Antioquia,2020-11-03,0.8300000000000001,0.7000000000000001,0.98,0.79,0.91
Antioquia,2020-11-04,0.86,0.73,1.01,0.8200000000000001,0.9400000000000001
Antioquia,2020-11-05,0.93,0.8,1.08,0.89,1.01
Antioquia,2020-11-06,0.76,0.63,0.91,0.72,0.84
Antioquia,2020-11-07,0.81,0.67,0.9500000000000001,0.77,0.89
Antioquia,2020-11-08,0.76,0.62,0.91,0.71,0.8300000000000001
Antioquia,2020-11-09,0.7000000000000001,0.5700000000000001,0.86,0.65,0.77
Antioquia,2020-11-10,0.77,0.62,0.91,0.71,0.8300000000000001
Antioquia,2020-11-11,0.84,0.7000000000000001,1.0,0.78,0.9
Antioquia,2020-11-12,0.91,0.77,1.07,0.84,0.96
Antioquia,2020-11-13,0.9400000000000001,0.8,1.1,0.88,1.0
Antioquia,2020-11-14,0.84,0.7000000000000001,1.0,0.77,0.89
Antioquia,2020-11-15,0.7000000000000001,0.55,0.85,0.66,0.79
Antioquia,2020-11-16,0.68,0.53,0.84,0.63,0.76
Antioquia,2020-11-17,0.71,0.56,0.87,0.66,0.79
Antioquia,2020-11-18,0.78,0.62,0.93,0.73,0.86
Antioquia,2020-11-19,0.87,0.71,1.02,0.81,0.9400000000000001
Antioquia,2020-11-20,1.01,0.85,1.16,0.9500000000000001,1.08
Antioquia,2020-11-21,1.09,0.9400000000000001,1.25,1.04,1.17
Antioquia,2020-11-22,1.1300000000000001,0.99,1.3,1.08,1.21
Antioquia,2020-11-23,1.06,0.9,1.2,1.01,1.1400000000000001
Antioquia,2020-11-24,1.05,0.9,1.2,1.0,1.1300000000000001
Antioquia,2020-11-25,1.02,0.87,1.17,0.97,1.1
Antioquia,2020-11-26,1.06,0.91,1.21,1.02,1.1500000000000001
Antioquia,2020-11-27,1.06,0.91,1.21,1.01,1.1400000000000001
Antioquia,2020-11-28,1.03,0.89,1.19,0.99,1.12
Antioquia,2020-11-29,1.03,0.89,1.19,0.99,1.12
Antioquia,2020-11-30,1.01,0.86,1.16,0.97,1.1
Antioquia,2020-12-01,0.9400000000000001,0.79,1.09,0.9,1.03
Antioquia,2020-12-02,0.98,0.8300000000000001,1.1300000000000001,0.93,1.06
Antioquia,2020-12-03,0.92,0.76,1.06,0.87,1.0
Antioquia,2020-12-04,0.87,0.72,1.03,0.8200000000000001,0.9500000000000001
Antioquia,2020-12-05,0.77,0.62,0.93,0.72,0.85
Antioquia,2020-12-06,0.72,0.56,0.87,0.66,0.79
Antioquia,2020-12-07,0.73,0.58,0.9,0.67,0.8
Antioquia,2020-12-08,0.77,0.61,0.93,0.73,0.87
Antioquia,2020-12-09,0.85,0.6900000000000001,1.02,0.8,0.9400000000000001
Antioquia,2020-12-10,1.0,0.85,1.18,0.96,1.1
Antioquia,2020-12-11,1.17,1.02,1.34,1.11,1.24
Antioquia,2020-12-12,1.27,1.11,1.42,1.22,1.35
Antioquia,2020-12-13,1.33,1.19,1.5,1.29,1.42
Antioquia,2020-12-14,1.34,1.2,1.5,1.3,1.43
Antioquia,2020-12-15,1.35,1.21,1.51,1.29,1.41
Antioquia,2020-12-16,1.34,1.2,1.49,1.29,1.41
Antioquia,2020-12-17,1.33,1.2,1.49,1.28,1.4000000000000001
Antioquia,2020-12-18,1.31,1.17,1.45,1.27,1.3900000000000001
Antioquia,2020-12-19,1.28,1.1500000000000001,1.43,1.24,1.36
Antioquia,2020-12-20,1.23,1.1,1.3800000000000001,1.19,1.31
Antioquia,2020-12-21,1.18,1.04,1.31,1.1400000000000001,1.26
Antioquia,2020-12-22,1.1400000000000001,1.0,1.27,1.1,1.22
Antioquia,2020-12-23,1.08,0.9500000000000001,1.22,1.05,1.17
Antioquia,2020-12-24,0.99,0.85,1.12,0.9500000000000001,1.07
Antioquia,2020-12-25,0.84,0.71,0.99,0.8,0.92
Antioquia,2020-12-26,0.74,0.61,0.89,0.7000000000000001,0.8200000000000001
Antioquia,2020-12-27,0.71,0.5700000000000001,0.86,0.66,0.78
Antioquia,2020-12-28,0.75,0.61,0.9,0.7000000000000001,0.8200000000000001
Antioquia,2020-12-29,0.84,0.6900000000000001,0.98,0.79,0.91
Antioquia,2020-12-30,1.07,0.92,1.21,1.01,1.1300000000000001
Antioquia,2020-12-31,1.26,1.12,1.41,1.21,1.33
Antioquia,2021-01-01,1.47,1.33,1.61,1.43,1.55
Antioquia,2021-01-02,1.48,1.35,1.62,1.43,1.54
Antioquia,2021-01-03,1.42,1.28,1.54,1.37,1.48
Antioquia,2021-01-04,1.33,1.21,1.47,1.29,1.4000000000000001
Antioquia,2021-01-05,1.27,1.1500000000000001,1.41,1.23,1.34
Antioquia,2021-01-06,1.22,1.1,1.36,1.18,1.29
Antioquia,2021-01-07,1.22,1.09,1.34,1.18,1.29
Antioquia,2021-01-08,1.16,1.04,1.29,1.1300000000000001,1.24
Antioquia,2021-01-09,1.1400000000000001,1.02,1.27,1.1,1.21
Antioquia,2021-01-10,1.05,0.93,1.18,1.02,1.1300000000000001
Antioquia,2021-01-11,0.98,0.85,1.1,0.9400000000000001,1.05
Antioquia,2021-01-12,0.9400000000000001,0.81,1.06,0.9,1.01
Antioquia,2021-01-13,0.87,0.75,1.01,0.8300000000000001,0.9400000000000001
Antioquia,2021-01-14,0.87,0.75,1.01,0.8300000000000001,0.9400000000000001
Antioquia,2021-01-15,0.91,0.78,1.04,0.87,0.98
Antioquia,2021-01-16,0.9400000000000001,0.81,1.07,0.9,1.01
Antioquia,2021-01-17,0.9500000000000001,0.8200000000000001,1.08,0.9,1.01
Antioquia,2021-01-18,0.91,0.78,1.04,0.87,0.98
Antioquia,2021-01-19,0.8200000000000001,0.6900000000000001,0.9500000000000001,0.77,0.88
Antioquia,2021-01-20,0.78,0.66,0.93,0.74,0.85
Antioquia,2021-01-21,0.73,0.6,0.87,0.68,0.79
Antioquia,2021-01-22,0.66,0.52,0.79,0.62,0.74
Antioquia,2021-01-23,0.59,0.45,0.73,0.55,0.67
Antioquia,2021-01-24,0.56,0.43,0.72,0.52,0.64
Antioquia,2021-01-25,0.53,0.39,0.68,0.48,0.6
Antioquia,2021-01-26,0.54,0.39,0.6900000000000001,0.5,0.63
Antioquia,2021-01-27,0.54,0.38,0.68,0.49,0.62
Antioquia,2021-01-28,0.55,0.4,0.71,0.5,0.63
Antioquia,2021-01-29,0.61,0.45,0.76,0.55,0.68
Antioquia,2021-01-30,0.64,0.49,0.81,0.58,0.71
Antioquia,2021-01-31,0.64,0.49,0.81,0.6,0.74
Antioquia,2021-02-01,0.62,0.47000000000000003,0.8,0.58,0.72
Antioquia,2021-02-02,0.6,0.44,0.77,0.55,0.6900000000000001
Antioquia,2021-02-03,0.6,0.44,0.78,0.54,0.68
Antioquia,2021-02-04,0.6,0.43,0.77,0.53,0.67
Antioquia,2021-02-05,0.6,0.44,0.79,0.55,0.7000000000000001
Antioquia,2021-02-06,0.6,0.43,0.78,0.55,0.7000000000000001
Antioquia,2021-02-07,0.62,0.45,0.81,0.56,0.71
Antioquia,2021-02-08,0.64,0.47000000000000003,0.8300000000000001,0.58,0.73
Antioquia,2021-02-09,0.66,0.48,0.84,0.6,0.75
Antioquia,2021-02-10,0.68,0.51,0.88,0.61,0.76
Antioquia,2021-02-11,0.73,0.55,0.92,0.68,0.84
Antioquia,2021-02-12,0.75,0.5700000000000001,0.9400000000000001,0.7000000000000001,0.86
Antioquia,2021-02-13,0.78,0.61,0.99,0.73,0.89
Antioquia,2021-02-14,0.77,0.59,0.97,0.72,0.88
Antioquia,2021-02-15,0.78,0.6,0.98,0.72,0.88
Antioquia,2021-02-16,0.8200000000000001,0.63,1.01,0.76,0.92
Antioquia,2021-02-17,0.88,0.6900000000000001,1.07,0.8200000000000001,0.98
Antioquia,2021-02-18,0.96,0.77,1.1500000000000001,0.9,1.06
Antioquia,2021-02-19,1.05,0.87,1.25,0.99,1.1500000000000001
Antioquia,2021-02-20,1.12,0.9400000000000001,1.32,1.06,1.22
Antioquia,2021-02-21,1.1500000000000001,0.97,1.34,1.1,1.26
Antioquia,2021-02-22,1.1300000000000001,0.96,1.33,1.06,1.21
Antioquia,2021-02-23,1.06,0.88,1.24,1.0,1.1500000000000001
Antioquia,2021-02-24,0.98,0.8,1.16,0.92,1.07
Antioquia,2021-02-25,0.9,0.73,1.1,0.8300000000000001,0.98
Antioquia,2021-02-26,0.8300000000000001,0.65,1.02,0.75,0.9
Antioquia,2021-02-27,0.77,0.59,0.97,0.72,0.88
Antioquia,2021-02-28,0.74,0.55,0.93,0.68,0.84
Antioquia,2021-03-01,0.73,0.55,0.9400000000000001,0.67,0.8300000000000001
Antioquia,2021-03-02,0.76,0.5700000000000001,0.96,0.6900000000000001,0.85
Antioquia,2021-03-03,0.79,0.61,1.01,0.74,0.91
Antioquia,2021-03-04,0.8200000000000001,0.63,1.03,0.76,0.93
Antioquia,2021-03-05,0.85,0.66,1.06,0.79,0.96
Antioquia,2021-03-06,0.89,0.7000000000000001,1.1,0.8300000000000001,1.0
Antioquia,2021-03-07,0.92,0.73,1.1300000000000001,0.86,1.03
Antioquia,2021-03-08,0.9500000000000001,0.76,1.16,0.89,1.06
Antioquia,2021-03-09,1.0,0.81,1.21,0.9400000000000001,1.11
Antioquia,2021-03-10,1.06,0.87,1.27,1.0,1.17
Antioquia,2021-03-11,1.1300000000000001,0.9400000000000001,1.34,1.04,1.2
Antioquia,2021-03-12,1.16,0.98,1.37,1.09,1.25
Antioquia,2021-03-13,1.2,1.02,1.41,1.1400000000000001,1.3
Antioquia,2021-03-14,1.23,1.05,1.43,1.17,1.33
Antioquia,2021-03-15,1.26,1.07,1.44,1.21,1.37
Antioquia,2021-03-16,1.3,1.12,1.49,1.23,1.3800000000000001
Antioquia,2021-03-17,1.33,1.16,1.52,1.27,1.42
Antioquia,2021-03-18,1.3800000000000001,1.21,1.57,1.32,1.47
Antioquia,2021-03-19,1.43,1.27,1.62,1.3800000000000001,1.53
Antioquia,2021-03-20,1.44,1.28,1.62,1.3800000000000001,1.52
Antioquia,2021-03-21,1.3900000000000001,1.23,1.56,1.34,1.48
Antioquia,2021-03-22,1.33,1.18,1.51,1.28,1.42
Antioquia,2021-03-23,1.31,1.1500000000000001,1.47,1.27,1.41
Antioquia,2021-03-24,1.33,1.17,1.49,1.26,1.3900000000000001
Antioquia,2021-03-25,1.3900000000000001,1.24,1.56,1.33,1.46
Antioquia,2021-03-26,1.3800000000000001,1.23,1.54,1.33,1.46
Antioquia,2021-03-27,1.48,1.32,1.62,1.43,1.56
Antioquia,2021-03-28,1.6,1.46,1.76,1.53,1.6500000000000001
Antioquia,2021-03-29,1.6600000000000001,1.53,1.82,1.62,1.74
Antioquia,2021-03-30,1.69,1.56,1.84,1.6500000000000001,1.77
Antioquia,2021-03-31,1.61,1.49,1.76,1.56,1.67
Antioquia,2021-04-01,1.5,1.37,1.6300000000000001,1.46,1.57
Antioquia,2021-04-02,1.44,1.32,1.58,1.4000000000000001,1.51
Antioquia,2021-04-03,1.32,1.21,1.47,1.29,1.4000000000000001
Antioquia,2021-04-04,1.26,1.1300000000000001,1.3800000000000001,1.22,1.33
Antioquia,2021-04-05,1.29,1.17,1.42,1.25,1.36
