departamento,fecha,ML,Low_90,High_90,Low_50,High_50
Cundinamarca,2020-06-21,1.1400000000000001,0.78,1.51,1.0,1.3
Cundinamarca,2020-06-22,1.16,0.81,1.54,1.03,1.33
Cundinamarca,2020-06-23,1.2,0.87,1.6,1.08,1.3800000000000001
Cundinamarca,2020-06-24,1.23,0.88,1.6,1.11,1.41
Cundinamarca,2020-06-25,1.26,0.91,1.62,1.12,1.41
Cundinamarca,2020-06-26,1.24,0.9,1.6,1.12,1.41
Cundinamarca,2020-06-27,1.24,0.9,1.59,1.1400000000000001,1.43
Cundinamarca,2020-06-28,1.28,0.96,1.6500000000000001,1.1500000000000001,1.43
Cundinamarca,2020-06-29,1.32,1.0,1.68,1.21,1.49
Cundinamarca,2020-06-30,1.3,0.96,1.62,1.2,1.48
Cundinamarca,2020-07-01,1.32,0.99,1.6400000000000001,1.2,1.47
Cundinamarca,2020-07-02,1.28,0.98,1.6300000000000001,1.18,1.45
Cundinamarca,2020-07-03,1.22,0.92,1.56,1.09,1.35
Cundinamarca,2020-07-04,1.1400000000000001,0.8200000000000001,1.45,1.02,1.28
Cundinamarca,2020-07-05,1.08,0.77,1.4000000000000001,0.96,1.22
Cundinamarca,2020-07-06,1.11,0.8,1.43,1.0,1.26
Cundinamarca,2020-07-07,1.27,0.96,1.59,1.16,1.42
Cundinamarca,2020-07-08,1.3,1.0,1.62,1.21,1.47
Cundinamarca,2020-07-09,1.37,1.08,1.69,1.26,1.51
Cundinamarca,2020-07-10,1.3900000000000001,1.11,1.71,1.3,1.55
Cundinamarca,2020-07-11,1.3800000000000001,1.1,1.69,1.27,1.51
Cundinamarca,2020-07-12,1.35,1.08,1.6600000000000001,1.26,1.5
Cundinamarca,2020-07-13,1.35,1.09,1.6600000000000001,1.23,1.46
Cundinamarca,2020-07-14,1.37,1.11,1.67,1.28,1.51
Cundinamarca,2020-07-15,1.46,1.18,1.72,1.3800000000000001,1.61
Cundinamarca,2020-07-16,1.46,1.2,1.73,1.37,1.59
Cundinamarca,2020-07-17,1.44,1.19,1.71,1.37,1.59
Cundinamarca,2020-07-18,1.35,1.1,1.61,1.26,1.47
Cundinamarca,2020-07-19,1.29,1.03,1.53,1.2,1.41
Cundinamarca,2020-07-20,1.16,0.91,1.41,1.08,1.29
Cundinamarca,2020-07-21,1.11,0.87,1.37,1.03,1.24
Cundinamarca,2020-07-22,1.05,0.8,1.3,0.97,1.18
Cundinamarca,2020-07-23,1.06,0.8200000000000001,1.33,0.97,1.18
Cundinamarca,2020-07-24,1.03,0.79,1.3,0.9400000000000001,1.1500000000000001
Cundinamarca,2020-07-25,1.05,0.8,1.31,0.96,1.17
Cundinamarca,2020-07-26,1.05,0.8,1.31,0.96,1.17
Cundinamarca,2020-07-27,1.19,0.9400000000000001,1.45,1.09,1.3
Cundinamarca,2020-07-28,1.21,0.97,1.48,1.12,1.33
Cundinamarca,2020-07-29,1.36,1.12,1.62,1.28,1.49
Cundinamarca,2020-07-30,1.45,1.23,1.72,1.37,1.57
Cundinamarca,2020-07-31,1.49,1.26,1.73,1.42,1.62
Cundinamarca,2020-08-01,1.41,1.19,1.6500000000000001,1.33,1.52
Cundinamarca,2020-08-02,1.37,1.1500000000000001,1.6,1.3,1.49
Cundinamarca,2020-08-03,1.25,1.04,1.49,1.19,1.3800000000000001
Cundinamarca,2020-08-04,1.2,0.98,1.42,1.1,1.28
Cundinamarca,2020-08-05,1.1300000000000001,0.91,1.35,1.04,1.22
Cundinamarca,2020-08-06,1.04,0.8200000000000001,1.26,0.98,1.17
Cundinamarca,2020-08-07,1.01,0.8,1.25,0.9500000000000001,1.1400000000000001
Cundinamarca,2020-08-08,1.08,0.87,1.32,1.01,1.2
Cundinamarca,2020-08-09,1.16,0.9500000000000001,1.4000000000000001,1.09,1.28
Cundinamarca,2020-08-10,1.22,1.0,1.44,1.12,1.3
Cundinamarca,2020-08-11,1.26,1.05,1.49,1.18,1.36
Cundinamarca,2020-08-12,1.34,1.1300000000000001,1.56,1.27,1.45
Cundinamarca,2020-08-13,1.41,1.2,1.62,1.35,1.53
Cundinamarca,2020-08-14,1.3800000000000001,1.18,1.59,1.31,1.48
Cundinamarca,2020-08-15,1.35,1.17,1.58,1.29,1.46
Cundinamarca,2020-08-16,1.31,1.12,1.52,1.25,1.42
Cundinamarca,2020-08-17,1.42,1.23,1.62,1.34,1.5
Cundinamarca,2020-08-18,1.37,1.19,1.58,1.31,1.47
Cundinamarca,2020-08-19,1.25,1.07,1.45,1.19,1.35
Cundinamarca,2020-08-20,1.1500000000000001,0.97,1.35,1.09,1.25
Cundinamarca,2020-08-21,1.12,0.9400000000000001,1.32,1.07,1.23
Cundinamarca,2020-08-22,1.07,0.89,1.27,1.01,1.17
Cundinamarca,2020-08-23,0.96,0.78,1.16,0.9,1.06
Cundinamarca,2020-08-24,0.86,0.68,1.07,0.8,0.96
Cundinamarca,2020-08-25,0.89,0.7000000000000001,1.09,0.8200000000000001,0.98
Cundinamarca,2020-08-26,0.93,0.75,1.1500000000000001,0.88,1.05
Cundinamarca,2020-08-27,0.96,0.78,1.18,0.91,1.08
Cundinamarca,2020-08-28,0.9,0.71,1.11,0.85,1.02
Cundinamarca,2020-08-29,0.92,0.73,1.1300000000000001,0.87,1.04
Cundinamarca,2020-08-30,1.01,0.8200000000000001,1.22,0.9500000000000001,1.12
Cundinamarca,2020-08-31,0.98,0.79,1.19,0.92,1.09
Cundinamarca,2020-09-01,1.0,0.8,1.2,0.9400000000000001,1.11
Cundinamarca,2020-09-02,0.96,0.77,1.17,0.9,1.07
Cundinamarca,2020-09-03,0.93,0.73,1.1300000000000001,0.87,1.04
Cundinamarca,2020-09-04,0.89,0.68,1.08,0.8200000000000001,0.99
Cundinamarca,2020-09-05,0.8300000000000001,0.63,1.04,0.76,0.93
Cundinamarca,2020-09-06,0.78,0.58,0.99,0.71,0.88
Cundinamarca,2020-09-07,0.8200000000000001,0.63,1.05,0.74,0.91
Cundinamarca,2020-09-08,0.8300000000000001,0.62,1.04,0.77,0.9500000000000001
Cundinamarca,2020-09-09,0.85,0.64,1.06,0.79,0.97
Cundinamarca,2020-09-10,0.85,0.65,1.08,0.79,0.97
Cundinamarca,2020-09-11,0.88,0.68,1.11,0.8200000000000001,1.0
Cundinamarca,2020-09-12,0.86,0.66,1.09,0.8,0.98
Cundinamarca,2020-09-13,0.86,0.65,1.08,0.79,0.97
Cundinamarca,2020-09-14,0.86,0.64,1.07,0.79,0.97
Cundinamarca,2020-09-15,0.87,0.66,1.1,0.79,0.97
Cundinamarca,2020-09-16,0.89,0.68,1.12,0.81,0.99
Cundinamarca,2020-09-17,0.91,0.7000000000000001,1.1400000000000001,0.8200000000000001,1.0
Cundinamarca,2020-09-18,0.89,0.68,1.12,0.8,0.98
Cundinamarca,2020-09-19,0.86,0.64,1.08,0.77,0.9500000000000001
Cundinamarca,2020-09-20,0.84,0.64,1.09,0.78,0.97
Cundinamarca,2020-09-21,0.86,0.65,1.1,0.79,0.98
Cundinamarca,2020-09-22,0.86,0.65,1.1,0.8,0.99
Cundinamarca,2020-09-23,0.87,0.65,1.1,0.8,0.99
Cundinamarca,2020-09-24,0.92,0.6900000000000001,1.1400000000000001,0.85,1.04
Cundinamarca,2020-09-25,0.9500000000000001,0.72,1.17,0.88,1.07
Cundinamarca,2020-09-26,0.91,0.68,1.1300000000000001,0.84,1.03
Cundinamarca,2020-09-27,0.85,0.64,1.1,0.78,0.97
Cundinamarca,2020-09-28,0.76,0.54,1.0,0.68,0.87
Cundinamarca,2020-09-29,0.78,0.56,1.03,0.6900000000000001,0.88
Cundinamarca,2020-09-30,0.79,0.56,1.03,0.72,0.92
Cundinamarca,2020-10-01,0.79,0.5700000000000001,1.05,0.72,0.92
Cundinamarca,2020-10-02,0.87,0.65,1.1300000000000001,0.8,1.0
Cundinamarca,2020-10-03,0.92,0.6900000000000001,1.17,0.85,1.05
Cundinamarca,2020-10-04,1.01,0.78,1.26,0.9400000000000001,1.1400000000000001
Cundinamarca,2020-10-05,1.07,0.8300000000000001,1.3,1.0,1.2
Cundinamarca,2020-10-06,1.04,0.81,1.28,0.97,1.17
Cundinamarca,2020-10-07,1.05,0.8300000000000001,1.3,0.9500000000000001,1.1400000000000001
Cundinamarca,2020-10-08,1.07,0.85,1.32,0.98,1.17
Cundinamarca,2020-10-09,1.01,0.78,1.24,0.93,1.12
Cundinamarca,2020-10-10,0.99,0.76,1.22,0.9,1.09
Cundinamarca,2020-10-11,0.9,0.67,1.1300000000000001,0.8200000000000001,1.01
Cundinamarca,2020-10-12,0.9,0.68,1.1500000000000001,0.81,1.0
Cundinamarca,2020-10-13,0.9400000000000001,0.71,1.18,0.87,1.07
Cundinamarca,2020-10-14,0.92,0.6900000000000001,1.16,0.85,1.05
Cundinamarca,2020-10-15,0.88,0.64,1.11,0.81,1.01
Cundinamarca,2020-10-16,0.92,0.7000000000000001,1.18,0.85,1.05
Cundinamarca,2020-10-17,0.9500000000000001,0.72,1.2,0.87,1.07
Cundinamarca,2020-10-18,0.97,0.74,1.22,0.89,1.09
Cundinamarca,2020-10-19,0.99,0.77,1.25,0.92,1.12
Cundinamarca,2020-10-20,1.04,0.8200000000000001,1.3,0.97,1.17
Cundinamarca,2020-10-21,1.11,0.87,1.34,1.04,1.24
Cundinamarca,2020-10-22,1.12,0.9,1.37,1.06,1.26
Cundinamarca,2020-10-23,1.1500000000000001,0.91,1.37,1.06,1.25
Cundinamarca,2020-10-24,1.1,0.88,1.34,1.02,1.21
Cundinamarca,2020-10-25,1.08,0.86,1.32,1.0,1.19
Cundinamarca,2020-10-26,1.06,0.84,1.3,0.98,1.17
Cundinamarca,2020-10-27,1.03,0.8200000000000001,1.28,0.96,1.1500000000000001
Cundinamarca,2020-10-28,1.06,0.85,1.31,0.99,1.18
Cundinamarca,2020-10-29,1.1,0.87,1.32,1.03,1.22
Cundinamarca,2020-10-30,1.06,0.84,1.29,0.99,1.18
Cundinamarca,2020-10-31,1.08,0.86,1.31,1.01,1.2
Cundinamarca,2020-11-01,1.06,0.85,1.3,1.0,1.19
Cundinamarca,2020-11-02,1.01,0.8,1.25,0.9500000000000001,1.1400000000000001
Cundinamarca,2020-11-03,1.03,0.81,1.26,0.96,1.1500000000000001
Cundinamarca,2020-11-04,1.01,0.8,1.25,0.9500000000000001,1.1400000000000001
Cundinamarca,2020-11-05,1.01,0.8,1.25,0.9500000000000001,1.1400000000000001
Cundinamarca,2020-11-06,1.01,0.8,1.25,0.9500000000000001,1.1400000000000001
Cundinamarca,2020-11-07,1.02,0.8,1.25,0.9500000000000001,1.1400000000000001
Cundinamarca,2020-11-08,1.02,0.8,1.25,0.9500000000000001,1.1400000000000001
Cundinamarca,2020-11-09,1.02,0.8,1.25,0.9500000000000001,1.1400000000000001
Cundinamarca,2020-11-10,1.05,0.8300000000000001,1.28,0.98,1.17
Cundinamarca,2020-11-11,1.02,0.81,1.26,0.96,1.1500000000000001
Cundinamarca,2020-11-12,1.03,0.81,1.26,0.96,1.1500000000000001
Cundinamarca,2020-11-13,1.05,0.84,1.29,0.99,1.18
Cundinamarca,2020-11-14,1.05,0.84,1.29,0.98,1.17
Cundinamarca,2020-11-15,1.01,0.81,1.26,0.9500000000000001,1.1400000000000001
Cundinamarca,2020-11-16,0.99,0.78,1.23,0.93,1.12
Cundinamarca,2020-11-17,0.93,0.72,1.17,0.87,1.06
Cundinamarca,2020-11-18,0.93,0.72,1.17,0.87,1.06
Cundinamarca,2020-11-19,0.9500000000000001,0.73,1.18,0.88,1.07
Cundinamarca,2020-11-20,0.98,0.75,1.2,0.91,1.1
Cundinamarca,2020-11-21,0.97,0.75,1.2,0.9,1.09
Cundinamarca,2020-11-22,1.0,0.78,1.23,0.93,1.12
Cundinamarca,2020-11-23,1.05,0.8200000000000001,1.27,0.98,1.17
Cundinamarca,2020-11-24,1.09,0.87,1.32,1.02,1.21
Cundinamarca,2020-11-25,1.1300000000000001,0.92,1.37,1.07,1.26
Cundinamarca,2020-11-26,1.1400000000000001,0.92,1.36,1.05,1.23
Cundinamarca,2020-11-27,1.1400000000000001,0.93,1.37,1.06,1.24
Cundinamarca,2020-11-28,1.17,0.97,1.41,1.1,1.28
Cundinamarca,2020-11-29,1.1500000000000001,0.9500000000000001,1.3800000000000001,1.09,1.27
Cundinamarca,2020-11-30,1.11,0.91,1.34,1.05,1.23
Cundinamarca,2020-12-01,1.1400000000000001,0.9400000000000001,1.37,1.07,1.25
Cundinamarca,2020-12-02,1.1300000000000001,0.92,1.34,1.07,1.25
Cundinamarca,2020-12-03,1.1400000000000001,0.9400000000000001,1.36,1.08,1.26
Cundinamarca,2020-12-04,1.09,0.89,1.31,1.03,1.21
Cundinamarca,2020-12-05,1.03,0.8300000000000001,1.25,0.9400000000000001,1.11
Cundinamarca,2020-12-06,0.99,0.79,1.21,0.93,1.11
Cundinamarca,2020-12-07,0.91,0.7000000000000001,1.12,0.85,1.03
Cundinamarca,2020-12-08,0.8200000000000001,0.62,1.05,0.76,0.9400000000000001
Cundinamarca,2020-12-09,0.79,0.5700000000000001,1.0,0.72,0.9
Cundinamarca,2020-12-10,0.8200000000000001,0.61,1.05,0.74,0.92
Cundinamarca,2020-12-11,0.9400000000000001,0.72,1.16,0.84,1.02
Cundinamarca,2020-12-12,1.01,0.79,1.23,0.91,1.09
Cundinamarca,2020-12-13,1.06,0.85,1.29,0.98,1.16
Cundinamarca,2020-12-14,1.1500000000000001,0.9500000000000001,1.3900000000000001,1.08,1.26
Cundinamarca,2020-12-15,1.24,1.03,1.46,1.17,1.35
Cundinamarca,2020-12-16,1.31,1.11,1.53,1.25,1.43
Cundinamarca,2020-12-17,1.28,1.07,1.48,1.2,1.37
Cundinamarca,2020-12-18,1.26,1.07,1.48,1.2,1.37
Cundinamarca,2020-12-19,1.25,1.06,1.46,1.19,1.36
Cundinamarca,2020-12-20,1.21,1.02,1.42,1.1500000000000001,1.32
Cundinamarca,2020-12-21,1.22,1.02,1.41,1.1400000000000001,1.3
Cundinamarca,2020-12-22,1.18,0.99,1.3800000000000001,1.11,1.27
Cundinamarca,2020-12-23,1.12,0.9400000000000001,1.33,1.05,1.21
Cundinamarca,2020-12-24,1.1300000000000001,0.9500000000000001,1.34,1.06,1.22
Cundinamarca,2020-12-25,1.11,0.93,1.32,1.04,1.2
Cundinamarca,2020-12-26,1.07,0.89,1.28,1.0,1.16
Cundinamarca,2020-12-27,1.01,0.8300000000000001,1.22,0.9500000000000001,1.11
Cundinamarca,2020-12-28,1.02,0.84,1.23,0.9500000000000001,1.11
Cundinamarca,2020-12-29,1.01,0.8200000000000001,1.21,0.9400000000000001,1.1
Cundinamarca,2020-12-30,1.06,0.87,1.26,0.98,1.1400000000000001
Cundinamarca,2020-12-31,1.02,0.84,1.23,0.9500000000000001,1.11
Cundinamarca,2021-01-01,0.93,0.75,1.1400000000000001,0.86,1.02
Cundinamarca,2021-01-02,1.01,0.81,1.2,0.93,1.09
Cundinamarca,2021-01-03,1.12,0.93,1.32,1.04,1.2
Cundinamarca,2021-01-04,1.1400000000000001,0.96,1.35,1.08,1.24
Cundinamarca,2021-01-05,1.28,1.1,1.48,1.22,1.3800000000000001
Cundinamarca,2021-01-06,1.32,1.1500000000000001,1.53,1.27,1.43
Cundinamarca,2021-01-07,1.43,1.25,1.62,1.36,1.51
Cundinamarca,2021-01-08,1.46,1.29,1.6500000000000001,1.41,1.56
Cundinamarca,2021-01-09,1.4000000000000001,1.24,1.59,1.36,1.51
Cundinamarca,2021-01-10,1.32,1.1500000000000001,1.49,1.26,1.4000000000000001
Cundinamarca,2021-01-11,1.31,1.1400000000000001,1.48,1.25,1.3900000000000001
Cundinamarca,2021-01-12,1.29,1.1300000000000001,1.47,1.23,1.37
Cundinamarca,2021-01-13,1.36,1.2,1.53,1.31,1.45
Cundinamarca,2021-01-14,1.33,1.17,1.5,1.28,1.42
Cundinamarca,2021-01-15,1.31,1.1500000000000001,1.47,1.26,1.4000000000000001
Cundinamarca,2021-01-16,1.21,1.06,1.3800000000000001,1.1500000000000001,1.28
Cundinamarca,2021-01-17,1.21,1.06,1.3800000000000001,1.1500000000000001,1.28
Cundinamarca,2021-01-18,1.1300000000000001,0.98,1.3,1.07,1.2
Cundinamarca,2021-01-19,1.05,0.9,1.22,0.99,1.12
Cundinamarca,2021-01-20,0.96,0.81,1.1300000000000001,0.9,1.03
Cundinamarca,2021-01-21,0.85,0.6900000000000001,1.01,0.81,0.9500000000000001
Cundinamarca,2021-01-22,0.8200000000000001,0.67,1.0,0.77,0.91
Cundinamarca,2021-01-23,0.87,0.71,1.04,0.8200000000000001,0.96
Cundinamarca,2021-01-24,0.86,0.6900000000000001,1.02,0.8,0.9400000000000001
Cundinamarca,2021-01-25,0.88,0.72,1.06,0.8200000000000001,0.96
Cundinamarca,2021-01-26,0.91,0.75,1.09,0.85,0.99
Cundinamarca,2021-01-27,0.87,0.71,1.05,0.81,0.9500000000000001
Cundinamarca,2021-01-28,0.8300000000000001,0.67,1.01,0.77,0.91
Cundinamarca,2021-01-29,0.73,0.55,0.89,0.66,0.8
Cundinamarca,2021-01-30,0.67,0.5,0.85,0.62,0.77
Cundinamarca,2021-01-31,0.67,0.5,0.86,0.61,0.76
Cundinamarca,2021-02-01,0.73,0.55,0.91,0.67,0.8200000000000001
Cundinamarca,2021-02-02,0.73,0.56,0.93,0.66,0.81
Cundinamarca,2021-02-03,0.8200000000000001,0.65,1.02,0.75,0.9
Cundinamarca,2021-02-04,0.85,0.67,1.04,0.77,0.92
Cundinamarca,2021-02-05,0.8,0.62,0.99,0.75,0.91
Cundinamarca,2021-02-06,0.67,0.5,0.88,0.62,0.78
Cundinamarca,2021-02-07,0.59,0.41000000000000003,0.79,0.53,0.6900000000000001
Cundinamarca,2021-02-08,0.5700000000000001,0.39,0.78,0.5,0.66
Cundinamarca,2021-02-09,0.6,0.42,0.8200000000000001,0.55,0.72
Cundinamarca,2021-02-10,0.58,0.37,0.77,0.51,0.68
Cundinamarca,2021-02-11,0.63,0.43,0.84,0.56,0.73
Cundinamarca,2021-02-12,0.64,0.45,0.87,0.56,0.73
Cundinamarca,2021-02-13,0.66,0.45,0.87,0.6,0.78
Cundinamarca,2021-02-14,0.62,0.42,0.85,0.56,0.74
Cundinamarca,2021-02-15,0.63,0.42,0.85,0.56,0.74
Cundinamarca,2021-02-16,0.65,0.44,0.88,0.5700000000000001,0.75
Cundinamarca,2021-02-17,0.6900000000000001,0.48,0.92,0.6,0.78
Cundinamarca,2021-02-18,0.71,0.5,0.9500000000000001,0.65,0.84
Cundinamarca,2021-02-19,0.71,0.49,0.9400000000000001,0.64,0.8300000000000001
Cundinamarca,2021-02-20,0.68,0.46,0.91,0.61,0.8
Cundinamarca,2021-02-21,0.67,0.46,0.92,0.6,0.79
Cundinamarca,2021-02-22,0.64,0.41000000000000003,0.87,0.56,0.75
Cundinamarca,2021-02-23,0.62,0.4,0.87,0.56,0.76
Cundinamarca,2021-02-24,0.6,0.37,0.85,0.52,0.72
Cundinamarca,2021-02-25,0.64,0.4,0.88,0.56,0.76
Cundinamarca,2021-02-26,0.72,0.49,0.98,0.63,0.8300000000000001
Cundinamarca,2021-02-27,0.77,0.54,1.03,0.67,0.87
Cundinamarca,2021-02-28,0.77,0.53,1.02,0.71,0.92
Cundinamarca,2021-03-01,0.77,0.54,1.04,0.7000000000000001,0.91
Cundinamarca,2021-03-02,0.79,0.55,1.05,0.71,0.92
Cundinamarca,2021-03-03,0.78,0.54,1.04,0.71,0.92
Cundinamarca,2021-03-04,0.75,0.5,1.0,0.67,0.88
Cundinamarca,2021-03-05,0.71,0.47000000000000003,0.98,0.62,0.8300000000000001
Cundinamarca,2021-03-06,0.6900000000000001,0.44,0.9500000000000001,0.59,0.8
Cundinamarca,2021-03-07,0.76,0.52,1.04,0.6900000000000001,0.91
Cundinamarca,2021-03-08,0.8,0.54,1.06,0.72,0.9400000000000001
Cundinamarca,2021-03-09,0.8300000000000001,0.56,1.08,0.75,0.97
Cundinamarca,2021-03-10,0.87,0.62,1.1500000000000001,0.78,1.0
Cundinamarca,2021-03-11,0.87,0.63,1.16,0.79,1.01
Cundinamarca,2021-03-12,0.85,0.61,1.1400000000000001,0.77,0.99
Cundinamarca,2021-03-13,0.8,0.55,1.08,0.72,0.9400000000000001
Cundinamarca,2021-03-14,0.78,0.52,1.05,0.6900000000000001,0.91
Cundinamarca,2021-03-15,0.79,0.54,1.08,0.6900000000000001,0.91
Cundinamarca,2021-03-16,0.8300000000000001,0.58,1.12,0.73,0.9500000000000001
Cundinamarca,2021-03-17,0.86,0.59,1.1300000000000001,0.78,1.01
Cundinamarca,2021-03-18,0.92,0.65,1.19,0.84,1.07
Cundinamarca,2021-03-19,0.97,0.71,1.25,0.89,1.12
Cundinamarca,2021-03-20,0.96,0.71,1.25,0.86,1.08
Cundinamarca,2021-03-21,0.9500000000000001,0.6900000000000001,1.23,0.85,1.07
Cundinamarca,2021-03-22,0.96,0.71,1.25,0.86,1.08
Cundinamarca,2021-03-23,0.96,0.71,1.25,0.86,1.08
Cundinamarca,2021-03-24,0.99,0.74,1.28,0.9,1.12
Cundinamarca,2021-03-25,1.03,0.77,1.3,0.9400000000000001,1.16
Cundinamarca,2021-03-26,1.06,0.8,1.33,0.97,1.19
Cundinamarca,2021-03-27,1.06,0.81,1.34,0.98,1.2
Cundinamarca,2021-03-28,1.0,0.75,1.28,0.92,1.1400000000000001
Cundinamarca,2021-03-29,1.02,0.76,1.28,0.9400000000000001,1.16
Cundinamarca,2021-03-30,1.05,0.79,1.31,0.97,1.19
Cundinamarca,2021-03-31,1.04,0.79,1.31,0.97,1.19
Cundinamarca,2021-04-01,1.03,0.78,1.3,0.9500000000000001,1.17
Cundinamarca,2021-04-02,1.08,0.8300000000000001,1.35,1.0,1.22
Cundinamarca,2021-04-03,1.12,0.86,1.37,1.02,1.23
Cundinamarca,2021-04-04,1.16,0.91,1.42,1.07,1.28
Cundinamarca,2021-04-05,1.12,0.88,1.3900000000000001,1.03,1.24
Cundinamarca,2021-04-06,1.1400000000000001,0.89,1.3900000000000001,1.06,1.27
Cundinamarca,2021-04-07,1.23,0.99,1.49,1.1500000000000001,1.36
Cundinamarca,2021-04-08,1.31,1.08,1.57,1.22,1.42
Cundinamarca,2021-04-09,1.33,1.11,1.59,1.26,1.46
Cundinamarca,2021-04-10,1.3900000000000001,1.17,1.6400000000000001,1.33,1.53
Cundinamarca,2021-04-11,1.41,1.2,1.6600000000000001,1.34,1.53
Cundinamarca,2021-04-12,1.43,1.22,1.67,1.36,1.55
Cundinamarca,2021-04-13,1.43,1.23,1.67,1.36,1.54
Cundinamarca,2021-04-14,1.3800000000000001,1.18,1.61,1.31,1.49
Cundinamarca,2021-04-15,1.3800000000000001,1.18,1.6,1.32,1.5
Cundinamarca,2021-04-16,1.41,1.21,1.62,1.34,1.51
Cundinamarca,2021-04-17,1.45,1.26,1.67,1.3900000000000001,1.56
Cundinamarca,2021-04-18,1.45,1.27,1.67,1.4000000000000001,1.57
Cundinamarca,2021-04-19,1.42,1.23,1.62,1.35,1.51
Cundinamarca,2021-04-20,1.42,1.24,1.62,1.36,1.52
Cundinamarca,2021-04-21,1.45,1.28,1.6600000000000001,1.4000000000000001,1.56
Cundinamarca,2021-04-22,1.4000000000000001,1.22,1.59,1.32,1.47
Cundinamarca,2021-04-23,1.32,1.1400000000000001,1.5,1.25,1.4000000000000001
Cundinamarca,2021-04-24,1.27,1.1,1.46,1.21,1.36
Cundinamarca,2021-04-25,1.24,1.07,1.43,1.19,1.34
Cundinamarca,2021-04-26,1.25,1.08,1.44,1.19,1.34
Cundinamarca,2021-04-27,1.2,1.03,1.3800000000000001,1.1500000000000001,1.3
Cundinamarca,2021-04-28,1.19,1.02,1.37,1.1400000000000001,1.29
Cundinamarca,2021-04-29,1.25,1.08,1.43,1.2,1.35
Cundinamarca,2021-04-30,1.25,1.09,1.44,1.17,1.31
Cundinamarca,2021-05-01,1.21,1.04,1.3800000000000001,1.1500000000000001,1.29
Cundinamarca,2021-05-02,1.1500000000000001,0.99,1.33,1.09,1.23
Cundinamarca,2021-05-03,1.06,0.89,1.23,1.0,1.1400000000000001
Cundinamarca,2021-05-04,0.97,0.81,1.1500000000000001,0.91,1.05
Cundinamarca,2021-05-05,0.93,0.77,1.12,0.86,1.0
Cundinamarca,2021-05-06,0.91,0.75,1.1,0.86,1.01
Cundinamarca,2021-05-07,1.0,0.8300000000000001,1.18,0.9500000000000001,1.1
Cundinamarca,2021-05-08,1.09,0.93,1.28,1.05,1.2
Cundinamarca,2021-05-09,1.24,1.08,1.43,1.16,1.3
Cundinamarca,2021-05-10,1.29,1.1300000000000001,1.47,1.23,1.37
Cundinamarca,2021-05-11,1.32,1.16,1.49,1.27,1.41
Cundinamarca,2021-05-12,1.27,1.12,1.45,1.23,1.37
Cundinamarca,2021-05-13,1.19,1.03,1.35,1.1500000000000001,1.29
Cundinamarca,2021-05-14,1.12,0.97,1.29,1.08,1.22
Cundinamarca,2021-05-15,1.07,0.91,1.23,1.03,1.17
Cundinamarca,2021-05-16,1.07,0.91,1.23,1.03,1.17
Cundinamarca,2021-05-17,1.1,0.9400000000000001,1.26,1.06,1.2
Cundinamarca,2021-05-18,1.06,0.9,1.22,0.99,1.12
Cundinamarca,2021-05-19,1.19,1.04,1.36,1.1300000000000001,1.26
Cundinamarca,2021-05-20,1.33,1.18,1.5,1.27,1.4000000000000001
Cundinamarca,2021-05-21,1.24,1.09,1.4000000000000001,1.19,1.32
Cundinamarca,2021-05-22,1.16,1.01,1.32,1.11,1.24
Cundinamarca,2021-05-23,1.06,0.92,1.23,1.01,1.1400000000000001
Cundinamarca,2021-05-24,1.06,0.92,1.23,1.02,1.1500000000000001
Cundinamarca,2021-05-25,1.1,0.9500000000000001,1.26,1.05,1.18
Cundinamarca,2021-05-26,0.96,0.8200000000000001,1.1300000000000001,0.92,1.05
Cundinamarca,2021-05-27,0.93,0.78,1.09,0.88,1.01
Cundinamarca,2021-05-28,1.28,1.1400000000000001,1.45,1.23,1.36
Cundinamarca,2021-05-29,1.5,1.36,1.6600000000000001,1.46,1.59
Cundinamarca,2021-05-30,1.54,1.4000000000000001,1.69,1.49,1.61
Cundinamarca,2021-05-31,1.56,1.43,1.71,1.52,1.6400000000000001
Cundinamarca,2021-06-01,1.5,1.37,1.6400000000000001,1.47,1.59
Cundinamarca,2021-06-02,1.48,1.36,1.6300000000000001,1.44,1.55
Cundinamarca,2021-06-03,1.4000000000000001,1.28,1.54,1.36,1.47
Cundinamarca,2021-06-04,1.19,1.06,1.32,1.1500000000000001,1.26
Cundinamarca,2021-06-05,1.08,0.96,1.22,1.04,1.1500000000000001
Huila,2020-03-21,3.0,1.01,6.99,2.04,4.45
Huila,2020-03-22,2.87,1.02,6.29,1.95,4.11
Huila,2020-03-23,2.77,0.96,5.78,1.96,3.96
Huila,2020-03-24,2.69,0.98,5.49,1.93,3.81
Huila,2020-03-25,2.62,0.97,5.24,1.93,3.72
Huila,2020-03-26,2.5500000000000003,0.98,5.0600000000000005,1.87,3.58
Huila,2020-03-27,2.5,0.97,4.89,1.79,3.43
Huila,2020-03-28,2.44,0.9400000000000001,4.72,1.82,3.41
Huila,2020-03-29,2.61,1.0,4.83,1.98,3.6
Huila,2020-03-30,2.71,1.12,4.87,2.0100000000000002,3.59
Huila,2020-03-31,2.56,1.08,4.54,1.95,3.41
Huila,2020-04-01,2.44,1.04,4.28,1.8900000000000001,3.2600000000000002
Huila,2020-04-02,2.34,1.02,4.09,1.77,3.06
Huila,2020-04-03,2.13,0.92,3.7800000000000002,1.61,2.81
Huila,2020-04-04,1.98,0.84,3.56,1.49,2.63
