fecha,departamento,casos,dp
2021-03-08,Amazonas,5412.0,91
2021-03-08,Arauca,5620.0,81
2021-03-08,Chocó,6569.0,27
2021-03-08,Putumayo,7960.0,86
2021-03-08,Casanare,12520.0,85
2021-03-08,La Guajira,16363.0,44
2021-03-08,Caquetá,17070.0,18
2021-03-08,Sucre,20910.0,70
2021-03-08,Cauca,27544.0,19
2021-03-08,Quindío,32628.0,63
2021-03-08,Magdalena,35855.0,47
2021-03-08,Córdoba,38530.0,23
2021-03-08,Cesar,40834.0,20
2021-03-08,Meta,42702.0,50
2021-03-08,Risaralda,46516.0,66
2021-03-08,Boyacá,46725.0,15
2021-03-08,Caldas,46870.0,17
2021-03-08,Nariño,49286.0,52
2021-03-08,Huila,50039.0,41
2021-03-08,Norte de Santander,51109.0,54
2021-03-08,Tolima,65628.0,73
2021-03-08,Bolívar,67512.0,13
2021-03-08,Santander,92118.0,68
2021-03-08,Cundinamarca,107339.0,25
2021-03-08,Atlántico,125711.0,8
2021-03-08,Valle del Cauca,198085.0,76
2021-03-08,Antioquia,348785.0,5
2021-03-08,Bogotá D.C.,663808.0,11
2021-03-09,Vaupés,1153.0,97
2021-03-09,Guainía,1311.0,94
2021-03-09,Vichada,1384.0,99
2021-03-09,Guaviare,2256.0,95
2021-03-09,San Andrés y Providencia,2712.0,88
2021-03-09,Amazonas,5456.0,91
2021-03-09,Arauca,5622.0,81
2021-03-09,Chocó,6572.0,27
2021-03-09,Putumayo,7967.0,86
2021-03-09,Casanare,12551.0,85
2021-03-09,La Guajira,16403.0,44
2021-03-09,Caquetá,17074.0,18
2021-03-09,Sucre,20989.0,70
2021-03-09,Cauca,27566.0,19
2021-03-09,Quindío,32674.0,63
2021-03-09,Magdalena,36124.0,47
2021-03-09,Córdoba,38879.0,23
2021-03-09,Cesar,40905.0,20
2021-03-09,Meta,42737.0,50
2021-03-09,Risaralda,46566.0,66
2021-03-09,Boyacá,46786.0,15
2021-03-09,Caldas,46966.0,17
2021-03-09,Nariño,49323.0,52
2021-03-09,Huila,50078.0,41
2021-03-09,Norte de Santander,51133.0,54
2021-03-09,Tolima,65672.0,73
2021-03-09,Bolívar,67598.0,13
2021-03-09,Santander,92236.0,68
2021-03-09,Cundinamarca,107518.0,25
2021-03-09,Atlántico,126082.0,8
2021-03-09,Valle del Cauca,198402.0,76
2021-03-09,Antioquia,349298.0,5
2021-03-09,Bogotá D.C.,664378.0,11
2021-03-10,Vaupés,1153.0,97
2021-03-10,Guainía,1325.0,94
2021-03-10,Vichada,1385.0,99
2021-03-10,Guaviare,2256.0,95
2021-03-10,San Andrés y Providencia,2716.0,88
2021-03-10,Amazonas,5462.0,91
2021-03-10,Arauca,5627.0,81
2021-03-10,Chocó,6599.0,27
2021-03-10,Putumayo,7971.0,86
2021-03-10,Casanare,12560.0,85
2021-03-10,La Guajira,16447.0,44
2021-03-10,Caquetá,17083.0,18
2021-03-10,Sucre,21074.0,70
2021-03-10,Cauca,27585.0,19
2021-03-10,Quindío,32748.0,63
2021-03-10,Magdalena,36443.0,47
2021-03-10,Córdoba,39095.0,23
2021-03-10,Cesar,40981.0,20
2021-03-10,Meta,42771.0,50
2021-03-10,Risaralda,46624.0,66
2021-03-10,Boyacá,46844.0,15
2021-03-10,Caldas,47013.0,17
2021-03-10,Nariño,49366.0,52
2021-03-10,Huila,50110.0,41
2021-03-10,Norte de Santander,51184.0,54
2021-03-10,Tolima,65703.0,73
2021-03-10,Bolívar,67697.0,13
2021-03-10,Santander,92328.0,68
2021-03-10,Cundinamarca,107761.0,25
2021-03-10,Atlántico,126502.0,8
2021-03-10,Valle del Cauca,198667.0,76
2021-03-10,Antioquia,349817.0,5
2021-03-10,Bogotá D.C.,665062.0,11
2021-03-11,Vaupés,1153.0,97
2021-03-11,Guainía,1328.0,94
2021-03-11,Vichada,1386.0,99
2021-03-11,Guaviare,2257.0,95
2021-03-11,San Andrés y Providencia,2716.0,88
2021-03-11,Amazonas,5525.0,91
2021-03-11,Arauca,5631.0,81
2021-03-11,Chocó,6602.0,27
2021-03-11,Putumayo,7978.0,86
2021-03-11,Casanare,12586.0,85
2021-03-11,La Guajira,16466.0,44
2021-03-11,Caquetá,17093.0,18
2021-03-11,Sucre,21173.0,70
2021-03-11,Cauca,27605.0,19
2021-03-11,Quindío,32890.0,63
2021-03-11,Magdalena,36786.0,47
2021-03-11,Córdoba,39299.0,23
2021-03-11,Cesar,41060.0,20
2021-03-11,Meta,42861.0,50
2021-03-11,Risaralda,46714.0,66
2021-03-11,Boyacá,46915.0,15
2021-03-11,Caldas,47068.0,17
2021-03-11,Nariño,49396.0,52
2021-03-11,Huila,50146.0,41
2021-03-11,Norte de Santander,51200.0,54
2021-03-11,Tolima,65743.0,73
2021-03-11,Bolívar,67782.0,13
2021-03-11,Santander,92481.0,68
2021-03-11,Cundinamarca,107965.0,25
2021-03-11,Atlántico,126990.0,8
2021-03-11,Valle del Cauca,199247.0,76
2021-03-11,Antioquia,350375.0,5
2021-03-11,Bogotá D.C.,666121.0,11
2021-03-12,Vaupés,1153.0,97
2021-03-12,Guainía,1329.0,94
2021-03-12,Vichada,1387.0,99
2021-03-12,Guaviare,2263.0,95
2021-03-12,San Andrés y Providencia,2719.0,88
2021-03-12,Amazonas,5583.0,91
2021-03-12,Arauca,5638.0,81
2021-03-12,Chocó,6607.0,27
2021-03-12,Putumayo,7981.0,86
2021-03-12,Casanare,12600.0,85
2021-03-12,La Guajira,16511.0,44
2021-03-12,Caquetá,17106.0,18
2021-03-12,Sucre,21224.0,70
2021-03-12,Cauca,27625.0,19
2021-03-12,Quindío,32968.0,63
2021-03-12,Magdalena,37098.0,47
2021-03-12,Córdoba,39458.0,23
2021-03-12,Cesar,41117.0,20
2021-03-12,Meta,42913.0,50
2021-03-12,Risaralda,46780.0,66
2021-03-12,Boyacá,46969.0,15
2021-03-12,Caldas,47155.0,17
2021-03-12,Nariño,49430.0,52
2021-03-12,Huila,50193.0,41
2021-03-12,Norte de Santander,51245.0,54
2021-03-12,Tolima,65787.0,73
2021-03-12,Bolívar,67851.0,13
2021-03-12,Santander,92574.0,68
2021-03-12,Cundinamarca,108118.0,25
2021-03-12,Atlántico,127660.0,8
2021-03-12,Valle del Cauca,199589.0,76
2021-03-12,Antioquia,351013.0,5
2021-03-12,Bogotá D.C.,666972.0,11
2021-03-13,Vaupés,1153.0,97
2021-03-13,Guainía,1330.0,94
2021-03-13,Vichada,1394.0,99
2021-03-13,Guaviare,2278.0,95
2021-03-13,San Andrés y Providencia,2720.0,88
2021-03-13,Amazonas,5631.0,91
2021-03-13,Arauca,5642.0,81
2021-03-13,Chocó,6608.0,27
2021-03-13,Putumayo,7999.0,86
2021-03-13,Casanare,12617.0,85
2021-03-13,La Guajira,16567.0,44
2021-03-13,Caquetá,17108.0,18
2021-03-13,Sucre,21292.0,70
2021-03-13,Cauca,27656.0,19
2021-03-13,Quindío,33078.0,63
2021-03-13,Magdalena,37486.0,47
2021-03-13,Córdoba,39658.0,23
2021-03-13,Cesar,41214.0,20
2021-03-13,Meta,42985.0,50
2021-03-13,Risaralda,46880.0,66
2021-03-13,Boyacá,47039.0,15
2021-03-13,Caldas,47236.0,17
2021-03-13,Nariño,49485.0,52
2021-03-13,Huila,50243.0,41
2021-03-13,Norte de Santander,51280.0,54
2021-03-13,Tolima,65822.0,73
2021-03-13,Bolívar,67933.0,13
2021-03-13,Santander,92691.0,68
2021-03-13,Cundinamarca,108316.0,25
2021-03-13,Atlántico,128330.0,8
2021-03-13,Valle del Cauca,199966.0,76
2021-03-13,Antioquia,351715.0,5
2021-03-13,Bogotá D.C.,667729.0,11
2021-03-14,Vaupés,1153.0,97
2021-03-14,Guainía,1331.0,94
2021-03-14,Vichada,1394.0,99
2021-03-14,Guaviare,2280.0,95
2021-03-14,San Andrés y Providencia,2720.0,88
2021-03-14,Amazonas,5639.0,91
2021-03-14,Arauca,5643.0,81
2021-03-14,Chocó,6610.0,27
2021-03-14,Putumayo,8005.0,86
2021-03-14,Casanare,12635.0,85
2021-03-14,La Guajira,16610.0,44
2021-03-14,Caquetá,17111.0,18
2021-03-14,Sucre,21369.0,70
2021-03-14,Cauca,27664.0,19
2021-03-14,Quindío,33148.0,63
2021-03-14,Magdalena,37708.0,47
2021-03-14,Córdoba,39838.0,23
2021-03-14,Cesar,41277.0,20
2021-03-14,Meta,43018.0,50
2021-03-14,Risaralda,46961.0,66
2021-03-14,Boyacá,47063.0,15
2021-03-14,Caldas,47331.0,17
2021-03-14,Nariño,49600.0,52
2021-03-14,Huila,50291.0,41
2021-03-14,Norte de Santander,51300.0,54
2021-03-14,Tolima,65845.0,73
2021-03-14,Bolívar,68027.0,13
2021-03-14,Santander,92793.0,68
2021-03-14,Cundinamarca,108413.0,25
2021-03-14,Atlántico,129002.0,8
2021-03-14,Valle del Cauca,200418.0,76
2021-03-14,Antioquia,352470.0,5
2021-03-14,Bogotá D.C.,668476.0,11
2021-03-15,Vaupés,1153.0,97
2021-03-15,Guainía,1331.0,94
2021-03-15,Vichada,1394.0,99
2021-03-15,Guaviare,2284.0,95
2021-03-15,San Andrés y Providencia,2720.0,88
2021-03-15,Arauca,5643.0,81
2021-03-15,Amazonas,5662.0,91
2021-03-15,Chocó,6612.0,27
2021-03-15,Putumayo,8025.0,86
2021-03-15,Casanare,12649.0,85
2021-03-15,La Guajira,16635.0,44
2021-03-15,Caquetá,17120.0,18
2021-03-15,Sucre,21409.0,70
2021-03-15,Cauca,27668.0,19
2021-03-15,Quindío,33177.0,63
2021-03-15,Magdalena,37903.0,47
2021-03-15,Córdoba,39882.0,23
2021-03-15,Cesar,41292.0,20
2021-03-15,Meta,43038.0,50
2021-03-15,Risaralda,47016.0,66
2021-03-15,Boyacá,47100.0,15
2021-03-15,Caldas,47356.0,17
2021-03-15,Nariño,49709.0,52
2021-03-15,Huila,50296.0,41
2021-03-15,Norte de Santander,51316.0,54
2021-03-15,Tolima,65865.0,73
2021-03-15,Bolívar,68083.0,13
2021-03-15,Santander,92937.0,68
2021-03-15,Cundinamarca,108499.0,25
2021-03-15,Atlántico,129391.0,8
2021-03-15,Valle del Cauca,200673.0,76
2021-03-15,Antioquia,353114.0,5
2021-03-15,Bogotá D.C.,668931.0,11
2021-03-16,Vaupés,1154.0,97
2021-03-16,Guainía,1332.0,94
2021-03-16,Vichada,1395.0,99
2021-03-16,Guaviare,2285.0,95
2021-03-16,San Andrés y Providencia,2721.0,88
2021-03-16,Arauca,5644.0,81
2021-03-16,Amazonas,5677.0,91
2021-03-16,Chocó,6615.0,27
2021-03-16,Putumayo,8030.0,86
2021-03-16,Casanare,12665.0,85
2021-03-16,La Guajira,16665.0,44
2021-03-16,Caquetá,17120.0,18
2021-03-16,Sucre,21458.0,70
2021-03-16,Cauca,27698.0,19
2021-03-16,Quindío,33233.0,63
2021-03-16,Magdalena,38151.0,47
2021-03-16,Córdoba,40019.0,23
2021-03-16,Cesar,41369.0,20
2021-03-16,Meta,43074.0,50
2021-03-16,Risaralda,47078.0,66
2021-03-16,Boyacá,47143.0,15
2021-03-16,Caldas,47418.0,17
2021-03-16,Nariño,49758.0,52
2021-03-16,Huila,50345.0,41
2021-03-16,Norte de Santander,51337.0,54
2021-03-16,Tolima,65877.0,73
2021-03-16,Bolívar,68141.0,13
2021-03-16,Santander,93028.0,68
2021-03-16,Cundinamarca,108583.0,25
2021-03-16,Atlántico,130021.0,8
2021-03-16,Valle del Cauca,201000.0,76
2021-03-16,Antioquia,353846.0,5
2021-03-16,Bogotá D.C.,669719.0,11
2021-03-17,Vaupés,1154.0,97
2021-03-17,Guainía,1332.0,94
2021-03-17,Vichada,1397.0,99
2021-03-17,Guaviare,2287.0,95
2021-03-17,San Andrés y Providencia,2721.0,88
2021-03-17,Arauca,5647.0,81
2021-03-17,Amazonas,5688.0,91
2021-03-17,Chocó,6620.0,27
2021-03-17,Putumayo,8049.0,86
2021-03-17,Casanare,12691.0,85
2021-03-17,La Guajira,16727.0,44
2021-03-17,Caquetá,17125.0,18
2021-03-17,Sucre,21551.0,70
2021-03-17,Cauca,27728.0,19
2021-03-17,Quindío,33323.0,63
2021-03-17,Magdalena,38521.0,47
2021-03-17,Córdoba,40156.0,23
2021-03-17,Cesar,41490.0,20
2021-03-17,Meta,43105.0,50
2021-03-17,Risaralda,47186.0,66
2021-03-17,Boyacá,47204.0,15
2021-03-17,Caldas,47492.0,17
2021-03-17,Nariño,49903.0,52
2021-03-17,Huila,50393.0,41
2021-03-17,Norte de Santander,51383.0,54
2021-03-17,Tolima,65906.0,73
2021-03-17,Bolívar,68228.0,13
2021-03-17,Santander,93092.0,68
2021-03-17,Cundinamarca,108792.0,25
2021-03-17,Atlántico,130677.0,8
2021-03-17,Valle del Cauca,201494.0,76
2021-03-17,Antioquia,354647.0,5
2021-03-17,Bogotá D.C.,670444.0,11
2021-03-18,Vaupés,1154.0,97
2021-03-18,Guainía,1333.0,94
2021-03-18,Vichada,1399.0,99
2021-03-18,Guaviare,2288.0,95
2021-03-18,San Andrés y Providencia,2721.0,88
2021-03-18,Arauca,5647.0,81
2021-03-18,Amazonas,5701.0,91
2021-03-18,Chocó,6625.0,27
2021-03-18,Putumayo,8062.0,86
2021-03-18,Casanare,12722.0,85
2021-03-18,La Guajira,16810.0,44
2021-03-18,Caquetá,17129.0,18
2021-03-18,Sucre,21656.0,70
2021-03-18,Cauca,27757.0,19
2021-03-18,Quindío,33423.0,63
2021-03-18,Magdalena,39010.0,47
2021-03-18,Córdoba,40413.0,23
2021-03-18,Cesar,41617.0,20
2021-03-18,Meta,43136.0,50
2021-03-18,Boyacá,47268.0,15
2021-03-18,Risaralda,47307.0,66
2021-03-18,Caldas,47603.0,17
2021-03-18,Nariño,49944.0,52
2021-03-18,Huila,50426.0,41
2021-03-18,Norte de Santander,51414.0,54
2021-03-18,Tolima,65974.0,73
2021-03-18,Bolívar,68311.0,13
2021-03-18,Santander,93166.0,68
2021-03-18,Cundinamarca,108986.0,25
2021-03-18,Atlántico,131520.0,8
2021-03-18,Valle del Cauca,201988.0,76
2021-03-18,Antioquia,355541.0,5
2021-03-18,Bogotá D.C.,671241.0,11
2021-03-19,Vaupés,1154.0,97
2021-03-19,Guainía,1333.0,94
2021-03-19,Vichada,1399.0,99
2021-03-19,Guaviare,2289.0,95
2021-03-19,San Andrés y Providencia,2721.0,88
2021-03-19,Arauca,5652.0,81
2021-03-19,Amazonas,5708.0,91
2021-03-19,Chocó,6630.0,27
2021-03-19,Putumayo,8075.0,86
2021-03-19,Casanare,12739.0,85
2021-03-19,La Guajira,16893.0,44
2021-03-19,Caquetá,17130.0,18
2021-03-19,Sucre,21693.0,70
2021-03-19,Cauca,27790.0,19
2021-03-19,Quindío,33487.0,63
2021-03-19,Magdalena,39377.0,47
2021-03-19,Córdoba,40528.0,23
2021-03-19,Cesar,41683.0,20
2021-03-19,Meta,43177.0,50
2021-03-19,Boyacá,47345.0,15
2021-03-19,Risaralda,47398.0,66
2021-03-19,Caldas,47764.0,17
2021-03-19,Nariño,49998.0,52
2021-03-19,Huila,50468.0,41
2021-03-19,Norte de Santander,51482.0,54
2021-03-19,Tolima,65990.0,73
2021-03-19,Bolívar,68388.0,13
2021-03-19,Santander,93241.0,68
2021-03-19,Cundinamarca,109190.0,25
2021-03-19,Atlántico,132624.0,8
2021-03-19,Valle del Cauca,202384.0,76
2021-03-19,Antioquia,356549.0,5
2021-03-19,Bogotá D.C.,672146.0,11
2021-03-20,Vaupés,1154.0,97
2021-03-20,Guainía,1333.0,94
2021-03-20,Vichada,1400.0,99
2021-03-20,Guaviare,2289.0,95
2021-03-20,San Andrés y Providencia,2721.0,88
2021-03-20,Arauca,5654.0,81
2021-03-20,Amazonas,5714.0,91
2021-03-20,Chocó,6635.0,27
2021-03-20,Putumayo,8080.0,86
2021-03-20,Casanare,12759.0,85
2021-03-20,La Guajira,16915.0,44
2021-03-20,Caquetá,17136.0,18
2021-03-20,Sucre,21761.0,70
2021-03-20,Cauca,27808.0,19
2021-03-20,Quindío,33530.0,63
2021-03-20,Magdalena,39642.0,47
2021-03-20,Córdoba,40640.0,23
2021-03-20,Cesar,41793.0,20
2021-03-20,Meta,43239.0,50
2021-03-20,Boyacá,47426.0,15
2021-03-20,Risaralda,47459.0,66
2021-03-20,Caldas,47847.0,17
2021-03-20,Nariño,50023.0,52
2021-03-20,Huila,50499.0,41
2021-03-20,Norte de Santander,51525.0,54
2021-03-20,Tolima,66026.0,73
2021-03-20,Bolívar,68441.0,13
2021-03-20,Santander,93337.0,68
2021-03-20,Cundinamarca,109345.0,25
2021-03-20,Atlántico,133746.0,8
2021-03-20,Valle del Cauca,202936.0,76
2021-03-20,Antioquia,357632.0,5
2021-03-20,Bogotá D.C.,674741.0,11
2021-03-21,Vaupés,1156.0,97
2021-03-21,Guainía,1333.0,94
2021-03-21,Vichada,1403.0,99
2021-03-21,Guaviare,2289.0,95
2021-03-21,San Andrés y Providencia,2721.0,88
2021-03-21,Arauca,5661.0,81
2021-03-21,Amazonas,5747.0,91
2021-03-21,Chocó,6635.0,27
2021-03-21,Putumayo,8101.0,86
2021-03-21,Casanare,12781.0,85
2021-03-21,La Guajira,16993.0,44
2021-03-21,Caquetá,17141.0,18
2021-03-21,Sucre,21877.0,70
2021-03-21,Cauca,27835.0,19
2021-03-21,Quindío,33639.0,63
2021-03-21,Magdalena,40076.0,47
2021-03-21,Córdoba,40927.0,23
2021-03-21,Cesar,41955.0,20
2021-03-21,Meta,43275.0,50
2021-03-21,Boyacá,47498.0,15
2021-03-21,Risaralda,47637.0,66
2021-03-21,Caldas,47995.0,17
2021-03-21,Nariño,50042.0,52
2021-03-21,Huila,50524.0,41
2021-03-21,Norte de Santander,51561.0,54
2021-03-21,Tolima,66106.0,73
2021-03-21,Bolívar,68552.0,13
2021-03-21,Santander,93432.0,68
2021-03-21,Cundinamarca,109510.0,25
2021-03-21,Atlántico,134746.0,8
2021-03-21,Valle del Cauca,203495.0,76
2021-03-21,Antioquia,358792.0,5
2021-03-21,Bogotá D.C.,675714.0,11
2021-03-22,Vaupés,1157.0,97
2021-03-22,Guainía,1333.0,94
2021-03-22,Vichada,1403.0,99
2021-03-22,Guaviare,2289.0,95
2021-03-22,San Andrés y Providencia,2721.0,88
2021-03-22,Arauca,5663.0,81
2021-03-22,Amazonas,5754.0,91
2021-03-22,Chocó,6635.0,27
2021-03-22,Putumayo,8109.0,86
2021-03-22,Casanare,12792.0,85
2021-03-22,La Guajira,17040.0,44
2021-03-22,Caquetá,17144.0,18
2021-03-22,Sucre,21920.0,70
2021-03-22,Cauca,27856.0,19
2021-03-22,Quindío,33692.0,63
2021-03-22,Magdalena,40308.0,47
2021-03-22,Córdoba,41160.0,23
2021-03-22,Cesar,42024.0,20
2021-03-22,Meta,43310.0,50
2021-03-22,Boyacá,47540.0,15
2021-03-22,Risaralda,47710.0,66
2021-03-22,Caldas,48132.0,17
2021-03-22,Nariño,50062.0,52
2021-03-22,Huila,50543.0,41
2021-03-22,Norte de Santander,51589.0,54
2021-03-22,Tolima,66160.0,73
2021-03-22,Bolívar,68614.0,13
2021-03-22,Santander,93540.0,68
2021-03-22,Cundinamarca,109686.0,25
2021-03-22,Atlántico,136045.0,8
2021-03-22,Valle del Cauca,203958.0,76
2021-03-22,Antioquia,360035.0,5
2021-03-22,Bogotá D.C.,676353.0,11
2021-03-23,Vaupés,1157.0,97
2021-03-23,Guainía,1333.0,94
2021-03-23,Vichada,1403.0,99
2021-03-23,Guaviare,2292.0,95
2021-03-23,San Andrés y Providencia,2726.0,88
2021-03-23,Arauca,5663.0,81
2021-03-23,Amazonas,5761.0,91
2021-03-23,Chocó,6649.0,27
2021-03-23,Putumayo,8120.0,86
2021-03-23,Casanare,12805.0,85
2021-03-23,La Guajira,17104.0,44
2021-03-23,Caquetá,17145.0,18
2021-03-23,Sucre,22011.0,70
2021-03-23,Cauca,27874.0,19
2021-03-23,Quindío,33774.0,63
2021-03-23,Magdalena,40634.0,47
2021-03-23,Córdoba,41234.0,23
2021-03-23,Cesar,42066.0,20
2021-03-23,Meta,43342.0,50
2021-03-23,Boyacá,47574.0,15
2021-03-23,Risaralda,47790.0,66
2021-03-23,Caldas,48249.0,17
2021-03-23,Nariño,50072.0,52
2021-03-23,Huila,50569.0,41
2021-03-23,Norte de Santander,51608.0,54
2021-03-23,Tolima,66217.0,73
2021-03-23,Bolívar,68678.0,13
2021-03-23,Santander,93621.0,68
2021-03-23,Cundinamarca,109780.0,25
2021-03-23,Atlántico,137323.0,8
2021-03-23,Valle del Cauca,204259.0,76
2021-03-23,Antioquia,361186.0,5
2021-03-23,Bogotá D.C.,677204.0,11
2021-03-24,Vaupés,1157.0,97
2021-03-24,Guainía,1333.0,94
2021-03-24,Vichada,1403.0,99
2021-03-24,Guaviare,2299.0,95
2021-03-24,San Andrés y Providencia,2734.0,88
2021-03-24,Arauca,5671.0,81
2021-03-24,Amazonas,5772.0,91
2021-03-24,Chocó,6651.0,27
2021-03-24,Putumayo,8131.0,86
2021-03-24,Casanare,12846.0,85
2021-03-24,Caquetá,17147.0,18
2021-03-24,La Guajira,17192.0,44
2021-03-24,Sucre,22095.0,70
2021-03-24,Cauca,27914.0,19
2021-03-24,Quindío,33850.0,63
2021-03-24,Magdalena,41108.0,47
2021-03-24,Córdoba,41468.0,23
2021-03-24,Cesar,42188.0,20
2021-03-24,Meta,43390.0,50
2021-03-24,Boyacá,47622.0,15
2021-03-24,Risaralda,47966.0,66
2021-03-24,Caldas,48347.0,17
2021-03-24,Nariño,50107.0,52
2021-03-24,Huila,50605.0,41
2021-03-24,Norte de Santander,51646.0,54
2021-03-24,Tolima,66242.0,73
2021-03-24,Bolívar,68791.0,13
2021-03-24,Santander,93719.0,68
2021-03-24,Cundinamarca,109971.0,25
2021-03-24,Atlántico,138828.0,8
2021-03-24,Valle del Cauca,204715.0,76
2021-03-24,Antioquia,362187.0,5
2021-03-24,Bogotá D.C.,678114.0,11
2021-03-25,Vaupés,1157.0,97
2021-03-25,Guainía,1334.0,94
2021-03-25,Vichada,1403.0,99
2021-03-25,Guaviare,2299.0,95
2021-03-25,San Andrés y Providencia,2737.0,88
2021-03-25,Arauca,5674.0,81
2021-03-25,Amazonas,5778.0,91
2021-03-25,Chocó,6658.0,27
2021-03-25,Putumayo,8146.0,86
2021-03-25,Casanare,12880.0,85
2021-03-25,Caquetá,17154.0,18
2021-03-25,La Guajira,17300.0,44
2021-03-25,Sucre,22236.0,70
2021-03-25,Cauca,27952.0,19
2021-03-25,Quindío,33970.0,63
2021-03-25,Magdalena,41650.0,47
2021-03-25,Córdoba,41941.0,23
2021-03-25,Cesar,42418.0,20
2021-03-25,Meta,43442.0,50
2021-03-25,Boyacá,47698.0,15
2021-03-25,Risaralda,48115.0,66
2021-03-25,Caldas,48521.0,17
2021-03-25,Nariño,50149.0,52
2021-03-25,Huila,50642.0,41
2021-03-25,Norte de Santander,51671.0,54
2021-03-25,Tolima,66282.0,73
2021-03-25,Bolívar,68942.0,13
2021-03-25,Santander,93818.0,68
2021-03-25,Cundinamarca,110210.0,25
2021-03-25,Atlántico,140090.0,8
2021-03-25,Valle del Cauca,205237.0,76
2021-03-25,Antioquia,363239.0,5
2021-03-25,Bogotá D.C.,679198.0,11
2021-03-26,Vaupés,1157.0,97
2021-03-26,Guainía,1334.0,94
2021-03-26,Vichada,1424.0,99
2021-03-26,Guaviare,2299.0,95
2021-03-26,San Andrés y Providencia,2739.0,88
2021-03-26,Arauca,5709.0,81
2021-03-26,Amazonas,5786.0,91
2021-03-26,Chocó,6661.0,27
2021-03-26,Putumayo,8150.0,86
2021-03-26,Casanare,12929.0,85
2021-03-26,Caquetá,17160.0,18
2021-03-26,La Guajira,17418.0,44
2021-03-26,Sucre,22403.0,70
2021-03-26,Cauca,27985.0,19
2021-03-26,Quindío,34074.0,63
2021-03-26,Córdoba,42085.0,23
2021-03-26,Magdalena,42251.0,47
2021-03-26,Cesar,42631.0,20
2021-03-26,Meta,43491.0,50
2021-03-26,Boyacá,47788.0,15
2021-03-26,Risaralda,48252.0,66
2021-03-26,Caldas,48686.0,17
2021-03-26,Nariño,50198.0,52
2021-03-26,Huila,50695.0,41
2021-03-26,Norte de Santander,51728.0,54
2021-03-26,Tolima,66361.0,73
2021-03-26,Bolívar,69028.0,13
2021-03-26,Santander,93922.0,68
2021-03-26,Cundinamarca,110372.0,25
2021-03-26,Atlántico,141565.0,8
2021-03-26,Valle del Cauca,205792.0,76
2021-03-26,Antioquia,364673.0,5
2021-03-26,Bogotá D.C.,680590.0,11
2021-03-27,Vaupés,1159.0,97
2021-03-27,Guainía,1335.0,94
2021-03-27,Vichada,1424.0,99
2021-03-27,Guaviare,2299.0,95
2021-03-27,San Andrés y Providencia,2749.0,88
2021-03-27,Arauca,5730.0,81
2021-03-27,Amazonas,5816.0,91
2021-03-27,Chocó,6671.0,27
2021-03-27,Putumayo,8162.0,86
2021-03-27,Casanare,12957.0,85
2021-03-27,Caquetá,17174.0,18
2021-03-27,La Guajira,17589.0,44
2021-03-27,Sucre,22530.0,70
2021-03-27,Cauca,28024.0,19
2021-03-27,Quindío,34238.0,63
2021-03-27,Córdoba,42404.0,23
2021-03-27,Magdalena,42780.0,47
2021-03-27,Cesar,42799.0,20
2021-03-27,Meta,43593.0,50
2021-03-27,Boyacá,47866.0,15
2021-03-27,Risaralda,48457.0,66
2021-03-27,Caldas,48936.0,17
2021-03-27,Nariño,50246.0,52
2021-03-27,Huila,50750.0,41
2021-03-27,Norte de Santander,51801.0,54
2021-03-27,Tolima,66404.0,73
2021-03-27,Bolívar,69206.0,13
2021-03-27,Santander,94053.0,68
2021-03-27,Cundinamarca,110587.0,25
2021-03-27,Atlántico,143526.0,8
2021-03-27,Valle del Cauca,206387.0,76
2021-03-27,Antioquia,366341.0,5
2021-03-27,Bogotá D.C.,681597.0,11
2021-03-28,Vaupés,1160.0,97
2021-03-28,Guainía,1335.0,94
2021-03-28,Vichada,1424.0,99
2021-03-28,Guaviare,2299.0,95
2021-03-28,San Andrés y Providencia,2749.0,88
2021-03-28,Arauca,5734.0,81
2021-03-28,Amazonas,5844.0,91
2021-03-28,Chocó,6681.0,27
2021-03-28,Putumayo,8170.0,86
2021-03-28,Casanare,12995.0,85
2021-03-28,Caquetá,17176.0,18
2021-03-28,La Guajira,17650.0,44
2021-03-28,Sucre,22633.0,70
2021-03-28,Cauca,28046.0,19
2021-03-28,Quindío,34348.0,63
2021-03-28,Córdoba,42584.0,23
2021-03-28,Cesar,42906.0,20
2021-03-28,Magdalena,43059.0,47
2021-03-28,Meta,43641.0,50
2021-03-28,Boyacá,47941.0,15
2021-03-28,Risaralda,48609.0,66
2021-03-28,Caldas,49119.0,17
2021-03-28,Nariño,50281.0,52
2021-03-28,Huila,50811.0,41
2021-03-28,Norte de Santander,51833.0,54
2021-03-28,Tolima,66453.0,73
2021-03-28,Bolívar,69322.0,13
2021-03-28,Santander,94150.0,68
2021-03-28,Cundinamarca,110816.0,25
2021-03-28,Atlántico,145228.0,8
2021-03-28,Valle del Cauca,206813.0,76
2021-03-28,Antioquia,368276.0,5
2021-03-28,Bogotá D.C.,682643.0,11
2021-03-29,Vaupés,1160.0,97
2021-03-29,Guainía,1335.0,94
2021-03-29,Vichada,1424.0,99
2021-03-29,Guaviare,2299.0,95
2021-03-29,San Andrés y Providencia,2751.0,88
2021-03-29,Arauca,5736.0,81
2021-03-29,Amazonas,5851.0,91
2021-03-29,Chocó,6682.0,27
2021-03-29,Putumayo,8186.0,86
2021-03-29,Casanare,13010.0,85
2021-03-29,Caquetá,17176.0,18
2021-03-29,La Guajira,17747.0,44
2021-03-29,Sucre,22756.0,70
